tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
15:02:35,e941,1,164.735931,2.441638,0,0,-65,16,15,210,165,907,1,0,0,11,1195,0,10,32155679,8923,2,0.01471,28,300976658,300944904,91275/5879/961/13,845406/9161/332/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,91108.16,27.208340473664112,972000.0,1044000.0,nan
15:02:36,e941,1,1076.201172,12.427855,0,0,-66,13,15,210,170,907,1,0,0,11,1200,0.07744,18,32187602,8982,4,0.52062,20,302035253,301992343,91407/5898/965/13,845662/9350/348/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,174022.1197080292,17.567975256178112,2208000.0,2136000.0,nan
15:02:37,e941,1,1500.832642,25.853312,0,0,-57,9,15,310,285,1034,1,0,0,11,1208,0.08398,15,32244233,9048,5,0.32325,10,303208119,303172613,91659/5914/973/13,846059/9410/392/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,243017.53191489363,45.04539171854656,1152000.0,1104000.0,nan
15:02:38,e941,1,1442.014648,30.128176,0,0,-55,6,15,320,285,1034,1,0,0,11,1208,0.02928,21,32298005,9052,5,0.11853,6,303977052,303941967,91940/5914/973/13,846651/9414/392/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,296050.3712230216,55.03194702996147,1128000.0,1068000.0,nan
15:02:39,e941,1,1388.007812,47.454849,0,0,-55,2,15,330,280,1034,1,0,0,11,1208,0.12023,28,32392889,9056,5,0.04477,8,304704172,304667116,92209/5957/973/13,847242/9418/393/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,377430.22376811603,32.27550983428955,2796000.0,2508000.0,nan
15:02:40,e941,1,1716.878052,71.721062,0,0,-55,15,15,320,280,1028,1,0,0,11,1210,0.0937,27,32540552,9083,5,0.05313,16,306105076,306059233,92533/5984/974/13,847760/9445/407/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,500436.04000000004,41.214677199576656,2604000.0,2472000.0,nan
15:02:41,e941,1,2130.621582,67.671539,0,0,-55,11,15,330,275,1023,1,0,0,11,1212,0.06546,27,32643225,9128,5,0.08424,16,307719320,307674501,92745/5994/975/13,848201/9490/442/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,624231.5831932772,48.72849730194592,2820000.0,2676000.0,nan
15:02:42,e941,1,2442.306396,72.542648,0,0,-55,8,15,330,275,1024,1,0,0,11,1222,0.09916,27,32764486,9168,5,0.0861,16,309394246,309348403,92999/6022/979/13,848665/9530/473/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,749536.0566371682,55.09525387227035,2640000.0,2136000.0,nan
15:02:43,e941,1,2674.657959,74.270164,0,0,-55,4,15,310,270,1023,1,0,0,11,1226,0.06165,27,32887371,9205,5,0.07858,16,311073909,311029090,93260/6035/982/13,849130/9567/505/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,877175.6034985423,68.25697441411212,2640000.0,2712000.0,nan
15:02:44,e941,1,2845.575195,76.920609,0,0,-55,1,15,310,275,1029,1,0,0,12,1231,0.07451,28,33014234,9244,5,0.08398,16,312744229,312695183,93525/6057/986/14,849590/9606/537/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,998330.8400000001,77.49910817562956,2604000.0,2472000.0,nan
